,id,specialty,procedure_code
563147,34486,Nephrology,80069
563150,34486,Nephrology,82306
563152,34486,Nephrology,82607
563153,34486,Nephrology,82728
563155,34486,Nephrology,83550
563156,34486,Nephrology,83735
38869,2382,Pain Management,62369
563157,34486,Nephrology,83970
38871,2382,Pain Management,95990
563158,34486,Nephrology,84156
38874,2382,Pain Management,G0434
38875,2383,Unknown,00320
38876,2383,Unknown,00400
432092,26559,Family Practice,80076
563162,34486,Nephrology,87088
169951,10431,Dermatology,17263
169952,10431,Dermatology,17263
169953,10431,Dermatology,17273
38882,2383,Unknown,00873
301025,18596,Nephrology,90935
38884,2383,Unknown,01230
169956,10431,Dermatology,17283
38886,2383,Unknown,01810
301026,18596,Nephrology,90960
301032,18596,Nephrology,J0885
38889,2384,Internal Medicine,82962
432098,26559,Family Practice,82607
432099,26559,Family Practice,82728
432102,26559,Family Practice,83721
432103,26559,Family Practice,84132
432108,26559,Family Practice,87086
432109,26559,Family Practice,87186
38906,2385,Nephrology,90935
38907,2385,Nephrology,90960
38908,2385,Nephrology,90961
169980,10433,Infectious Disease,11042
169982,10433,Infectious Disease,97597
169983,10433,Infectious Disease,97598
432126,26559,Family Practice,J0897
432127,26560,Unknown,74230
301058,18598,Cardiology,80076
301059,18598,Cardiology,80162
38917,2386,Family Practice,99354
563208,34487,Cardiology,A9555
432137,26561,Unknown,88312
432138,26561,Unknown,88313
38923,2388,Family Practice,81025
38924,2388,Family Practice,87880
432139,26561,Unknown,88321
38926,2388,Family Practice,94640
563212,34487,Cardiology,Q2035
432144,26561,Unknown,G0462
432145,26562,Unknown,77014
563215,34488,Unknown,95811
563216,34488,Unknown,95811
432148,26562,Unknown,77280
38933,2388,Family Practice,J7613
38934,2388,Family Practice,J7644
432149,26562,Unknown,77290
432151,26562,Unknown,77300
432152,26562,Unknown,77301
432153,26562,Unknown,77315
432154,26562,Unknown,77321
432155,26562,Unknown,77334
432156,26562,Unknown,77338
432158,26562,Unknown,77427
38945,2390,Unknown,11300
432163,26563,Physical Medicine and Rehabilitation,20553
38949,2390,Unknown,17261
170022,10437,Orthopedic Surgery,27193
432167,26563,Physical Medicine and Rehabilitation,95909
432168,26563,Physical Medicine and Rehabilitation,95910
432169,26563,Physical Medicine and Rehabilitation,95913
432170,26563,Physical Medicine and Rehabilitation,97110
432171,26563,Physical Medicine and Rehabilitation,97112
170028,10437,Orthopedic Surgery,97110
301101,18599,Hematology/Oncology,96367
38958,2392,Otolaryngology,31575
432172,26563,Physical Medicine and Rehabilitation,97140
432173,26563,Physical Medicine and Rehabilitation,97530
38966,2392,Otolaryngology,G0268
38968,2393,Orthopedic Surgery,23700
38969,2393,Orthopedic Surgery,29821
563256,34489,Cardiology,J0151
38971,2393,Orthopedic Surgery,29827
301115,18599,Hematology/Oncology,J1200
38973,2393,Orthopedic Surgery,29881
301116,18599,Hematology/Oncology,J2405
301117,18599,Hematology/Oncology,J2469
301118,18599,Hematology/Oncology,J3490
301120,18600,Cardiology,33225
432187,26564,Cardiology,93451
432192,26564,Cardiology,93505
432200,26565,Neurology,95816
432201,26565,Neurology,95819
38986,2393,Orthopedic Surgery,J7321
432202,26565,Neurology,95951
432203,26565,Neurology,95953
432204,26565,Neurology,95956
301138,18600,Cardiology,93613
301139,18600,Cardiology,93621
38996,2396,Ophthalmology,67042
38997,2396,Ophthalmology,67108
38998,2396,Ophthalmology,67145
38999,2396,Ophthalmology,67228
39000,2396,Ophthalmology,76512
301140,18600,Cardiology,93623
301142,18600,Cardiology,93653
432217,26566,Cardiology,93701
432220,26566,Cardiology,93888
432221,26566,Cardiology,93888
563287,34492,Nephrology,90935
563288,34492,Nephrology,90960
39008,2396,Ophthalmology,J9035
450630,27668,Ophthalmology,92136
563289,34492,Nephrology,90961
450631,27668,Ophthalmology,92225
424580,26078,Pathology,88368
563305,34493,Unknown,12031
450632,27668,Ophthalmology,92226
563306,34493,Unknown,12032
563307,34493,Unknown,12051
563311,34493,Unknown,17261
563314,34493,Unknown,87101
301172,18601,Unknown,G0436
424583,26078,Pathology,G0462
301177,18602,Cardiology,36252
301178,18602,Cardiology,36478
432249,26568,Unknown,70480
563321,34494,Cardiology,93303
424584,26079,Otolaryngology,14061
301182,18602,Cardiology,78494
39042,2399,Cardiology,J1245
424585,26079,Otolaryngology,15260
39047,2401,Orthopedic Surgery,20553
424586,26079,Otolaryngology,31231
424587,26079,Otolaryngology,31575
39057,2401,Orthopedic Surgery,97750
39063,2401,Orthopedic Surgery,J7323
301216,18602,Cardiology,A9505
301217,18602,Cardiology,A9538
563361,34496,Anesthesiology,01810
563362,34496,Anesthesiology,64416
563363,34496,Anesthesiology,64445
301226,18603,Unknown,92552
432298,26568,Unknown,74230
301228,18603,Unknown,94640
432300,26568,Unknown,74330
432304,26568,Unknown,A9579
39089,2403,Unknown,Q2036
432305,26569,Unknown,90935
39091,2404,Hematology/Oncology,38220
39092,2404,Hematology/Oncology,38221
301237,18603,Unknown,99236
432306,26569,Unknown,90937
432307,26569,Unknown,90960
432308,26569,Unknown,90961
39097,2404,Hematology/Oncology,96360
432309,26569,Unknown,90962
563379,34498,Urology,51702
563381,34498,Urology,51741
39101,2404,Hematology/Oncology,96401
563382,34498,Urology,51784
432319,26569,Unknown,Q0138
563383,34498,Urology,51797
563386,34498,Urology,52648
563387,34498,Urology,55700
563388,34498,Urology,55876
39108,2404,Hematology/Oncology,J0897
563389,34498,Urology,76872
39110,2404,Hematology/Oncology,J1200
39111,2404,Hematology/Oncology,J1442
39112,2404,Hematology/Oncology,J1626
39113,2404,Hematology/Oncology,J2765
39114,2404,Hematology/Oncology,J2780
432328,26571,Unknown,00912
39116,2404,Hematology/Oncology,J7060
432329,26571,Unknown,01844
432330,26571,Unknown,01996
301263,18604,Cardiology,93314
432335,26572,Dermatology,13120
432337,26572,Dermatology,13131
432338,26572,Dermatology,13132
432339,26572,Dermatology,13151
432340,26572,Dermatology,17311
432341,26572,Dermatology,17312
432342,26572,Dermatology,17313
563406,34500,Cardiology,36148
563409,34500,Cardiology,36870
432350,26572,Dermatology,J9190
39142,2405,Diagnostic Radiology,73060
170214,10446,Diagnostic Radiology,74230
170215,10446,Diagnostic Radiology,76098
563437,34501,General Surgery,11042
563439,34501,General Surgery,36561
424607,26080,Unknown,76098
563441,34501,General Surgery,43246
563444,34501,General Surgery,47562
39165,2405,Diagnostic Radiology,74230
39166,2405,Diagnostic Radiology,76000
170237,10446,Diagnostic Radiology,78195
170238,10446,Diagnostic Radiology,78306
170239,10446,Diagnostic Radiology,78815
563453,34502,Unknown,37221
563464,34502,Unknown,92937
563465,34502,Unknown,92943
39178,2405,Diagnostic Radiology,78306
39179,2405,Diagnostic Radiology,78815
432399,26574,Cardiology,J1245
432400,26575,Vascular Surgery,22558
432401,26575,Vascular Surgery,22585
432402,26575,Vascular Surgery,34802
39187,2406,Pulmonary Disease,31500
39188,2406,Pulmonary Disease,31620
39189,2406,Pulmonary Disease,31623
39190,2406,Pulmonary Disease,31624
39191,2406,Pulmonary Disease,31629
39192,2406,Pulmonary Disease,31645
170265,10448,Unknown,96360
170266,10448,Unknown,96361
432403,26575,Vascular Surgery,34812
170268,10448,Unknown,96367
432404,26575,Vascular Surgery,35301
432405,26575,Vascular Surgery,35475
432406,26575,Vascular Surgery,35476
432408,26575,Vascular Surgery,36120
432415,26575,Vascular Surgery,36475
170274,10448,Unknown,96523
432416,26575,Vascular Surgery,36821
432417,26575,Vascular Surgery,37215
432418,26575,Vascular Surgery,37220
432419,26575,Vascular Surgery,37221
563489,34505,Ophthalmology,76512
563491,34505,Ophthalmology,83861
563494,34505,Ophthalmology,92020
563498,34505,Ophthalmology,92225
170283,10448,Unknown,J0885
170285,10448,Unknown,J1200
170286,10448,Unknown,J2469
432430,26575,Vascular Surgery,37236
432431,26575,Vascular Surgery,37236
432432,26575,Vascular Surgery,37241
301362,18611,Cardiology,93285
432439,26575,Vascular Surgery,75791
39224,2410,Cardiology,93229
170305,10450,Unknown,82962
432457,26575,Vascular Surgery,93979
39242,2410,Cardiology,Q2035
301387,18611,Cardiology,J1245
170316,10450,Unknown,G0436
39247,2411,Emergency Medicine,94640
39251,2411,Emergency Medicine,J7613
39252,2412,Psychiatry,90833
432467,26576,Gastroenterology,43248
39255,2413,Psychiatry,95806
39257,2413,Psychiatry,95811
39263,2414,Unknown,93303
563558,34509,Unknown,94760
563559,34510,Dermatology,10060
563560,34510,Dermatology,10061
580940,35584,Diagnostic Radiology,50200
563562,34510,Dermatology,11301
39275,2415,Psychiatry,90791
301419,18612,Unknown,A9505
39277,2415,Psychiatry,95811
301420,18612,Unknown,J0151
563568,34510,Dermatology,17260
301425,18613,Cardiology,93229
528839,32393,Unknown,73520
563569,34510,Dermatology,17261
563571,34510,Dermatology,17271
170357,10454,Pathology,38206
170358,10454,Pathology,85060
170359,10454,Pathology,85097
170360,10454,Pathology,86077
432504,26579,Infectious Disease,96367
170362,10454,Pathology,88182
170363,10454,Pathology,88187
170364,10454,Pathology,88188
170365,10454,Pathology,88189
563573,34510,Dermatology,17281
170367,10454,Pathology,88311
170368,10454,Pathology,88313
170369,10454,Pathology,88321
170370,10454,Pathology,88365
432514,26579,Infectious Disease,J0696
170372,10454,Pathology,G0462
301444,18613,Cardiology,Q2036
432515,26579,Infectious Disease,J0878
301447,18614,Obstetrics/Gynecology,51784
301448,18614,Obstetrics/Gynecology,51797
432516,26579,Infectious Disease,J1335
301450,18614,Obstetrics/Gynecology,57160
39309,2418,Psychiatry,90833
39312,2419,Anesthesiology,00104
301456,18614,Obstetrics/Gynecology,81025
432530,26581,Cardiology,99236
301459,18614,Obstetrics/Gynecology,87480
170388,10458,Diagnostic Radiology,72069
301460,18614,Obstetrics/Gynecology,87491
301461,18614,Obstetrics/Gynecology,87510
301462,18614,Obstetrics/Gynecology,87591
582803,35721,Unknown,14060
39323,2424,General Practice,70220
170400,10458,Diagnostic Radiology,73140
554900,34009,Plastic and Reconstructive Surgery,11642
39330,2424,General Practice,82040
39333,2424,General Practice,85651
39334,2424,General Practice,86318
554901,34009,Plastic and Reconstructive Surgery,15240
39336,2424,General Practice,87880
39337,2424,General Practice,92140
39338,2424,General Practice,92567
554902,34009,Plastic and Reconstructive Surgery,15260
39346,2424,General Practice,94642
294388,18163,Cardiology,36252
563637,34515,Unknown,11200
563638,34515,Unknown,11301
563639,34515,Unknown,11306
432568,26585,Hematology/Oncology,38221
563640,34515,Unknown,11310
563641,34515,Unknown,11311
39355,2424,General Practice,J1080
301499,18615,Cardiology,A9505
39357,2424,General Practice,Q2036
39358,2425,Cardiology,76376
301500,18615,Cardiology,A9579
301501,18615,Cardiology,J0151
301503,18616,Unknown,62270
432573,26585,Hematology/Oncology,96360
432574,26585,Hematology/Oncology,96361
432577,26585,Hematology/Oncology,96367
432581,26585,Hematology/Oncology,96402
170438,10459,Family Practice,G0328
432582,26585,Hematology/Oncology,96409
170440,10459,Family Practice,G0444
170441,10459,Family Practice,J0696
170442,10459,Family Practice,J1885
432586,26585,Hematology/Oncology,96416
301516,18618,Unknown,43274
432588,26585,Hematology/Oncology,96523
563655,34515,Unknown,Q0112
170447,10460,Ophthalmology,76519
170451,10460,Ophthalmology,92020
301527,18618,Unknown,G0121
301528,18619,Obstetrics/Gynecology,51715
432601,26585,Hematology/Oncology,G0364
301530,18619,Obstetrics/Gynecology,51741
301531,18619,Obstetrics/Gynecology,51784
301532,18619,Obstetrics/Gynecology,51797
398602,24466,Unknown,G0328
432602,26585,Hematology/Oncology,J0640
432603,26585,Hematology/Oncology,J0881
301536,18619,Obstetrics/Gynecology,57160
301537,18619,Obstetrics/Gynecology,57240
301538,18619,Obstetrics/Gynecology,57288
301539,18619,Obstetrics/Gynecology,57425
372552,22920,Family Practice,82465
398603,24466,Unknown,G0402
39398,2426,Family Practice,J0696
170470,10463,Ophthalmology,65855
170471,10463,Ophthalmology,66821
170473,10463,Ophthalmology,67042
170474,10463,Ophthalmology,67145
170475,10463,Ophthalmology,67210
170476,10463,Ophthalmology,67228
170477,10463,Ophthalmology,68761
39406,2430,Otolaryngology,69801
39407,2430,Otolaryngology,92504
39408,2430,Otolaryngology,92540
39409,2430,Otolaryngology,92543
39410,2430,Otolaryngology,92546
39411,2430,Otolaryngology,95992
170478,10463,Ophthalmology,76512
170483,10463,Ophthalmology,92020
301556,18622,Unknown,36410
170487,10463,Ophthalmology,92235
301559,18622,Unknown,81025
170489,10463,Ophthalmology,J0178
170490,10463,Ophthalmology,J3590
170491,10463,Ophthalmology,J9035
170492,10464,Unknown,82962
301560,18622,Unknown,82270
372556,22920,Family Practice,84550
301570,18623,Unknown,51700
301571,18623,Unknown,51702
301572,18623,Unknown,51705
563719,34519,Unknown,84153
301576,18623,Unknown,52005
301577,18623,Unknown,52310
39434,2433,Unknown,43255
39435,2433,Unknown,43261
39436,2433,Unknown,43262
39437,2433,Unknown,43264
301578,18623,Unknown,52332
301579,18623,Unknown,55700
528869,32393,Unknown,80069
528870,32393,Unknown,80076
563723,34519,Unknown,88184
301587,18623,Unknown,76872
563724,34519,Unknown,88185
563728,34519,Unknown,88313
563729,34519,Unknown,88323
563730,34519,Unknown,88368
301592,18623,Unknown,84153
301593,18623,Unknown,87086
39450,2433,Unknown,G0121
301594,18623,Unknown,87088
39452,2434,Cardiology,93451
301595,18623,Unknown,87184
301597,18623,Unknown,96402
563734,34519,Unknown,G0462
39456,2434,Cardiology,93505
432675,26587,Unknown,93660
301607,18623,Unknown,G0103
301608,18623,Unknown,J9155
301609,18623,Unknown,J9217
301610,18623,Unknown,P9612
563754,34521,Cardiology,93798
39470,2435,Unknown,22558
39471,2435,Unknown,22612
39472,2435,Unknown,22614
39473,2435,Unknown,22845
39474,2435,Unknown,22851
301614,18624,Internal Medicine,99236
301615,18625,Family Practice,16020
39477,2435,Unknown,63090
301622,18625,Family Practice,85651
432686,26587,Unknown,J1250
432691,26588,Unknown,91010
39482,2435,Unknown,72114
432700,26589,Gastroenterology,43242
432701,26589,Gastroenterology,43246
301630,18625,Family Practice,J0696
301631,18625,Family Practice,J2175
301632,18625,Family Practice,J2300
301633,18625,Family Practice,J2550
301634,18625,Family Practice,J2920
432703,26589,Gastroenterology,43255
432704,26589,Gastroenterology,43259
432705,26589,Gastroenterology,43262
432706,26589,Gastroenterology,43264
432707,26589,Gastroenterology,43274
432711,26589,Gastroenterology,74330
563777,34522,Cardiology,82270
563778,34522,Cardiology,82306
563779,34522,Cardiology,82550
563780,34522,Cardiology,82607
563783,34522,Cardiology,83550
563784,34522,Cardiology,83735
563788,34522,Cardiology,84480
476780,29317,Unknown,88172
432721,26589,Gastroenterology,G0121
170578,10481,Unknown,99496
432722,26590,Vascular Surgery,35301
432723,26590,Vascular Surgery,35476
563789,34522,Cardiology,84550
432726,26590,Vascular Surgery,36478
563792,34522,Cardiology,85652
170584,10483,Anesthesiology,01480
170593,10484,Internal Medicine,99407
476784,29317,Unknown,G0462
39526,2438,Vascular Surgery,15736
39527,2438,Vascular Surgery,35476
39528,2438,Vascular Surgery,35860
39529,2438,Vascular Surgery,35903
301671,18629,Unknown,95004
301672,18629,Unknown,95024
301673,18629,Unknown,95117
432745,26590,Vascular Surgery,93979
476785,29318,Anesthesiology,00400
563818,34522,Cardiology,G0103
39536,2438,Vascular Surgery,36819
39537,2438,Vascular Surgery,36821
39538,2438,Vascular Surgery,36830
39539,2438,Vascular Surgery,36831
39540,2438,Vascular Surgery,36832
301684,18631,Emergency Medicine,87086
301685,18631,Emergency Medicine,87186
39543,2438,Vascular Surgery,37238
39544,2438,Vascular Surgery,37607
432755,26590,Vascular Surgery,G0365
432756,26591,Orthopedic Surgery,27245
563831,34524,Hematology/Oncology,96360
563832,34524,Hematology/Oncology,96361
432765,26593,Cardiology,34804
170622,10490,Pathology,88312
170623,10490,Pathology,88321
39552,2438,Vascular Surgery,77001
170624,10490,Pathology,88323
432766,26593,Cardiology,34825
170627,10490,Pathology,88360
170628,10490,Pathology,88363
563839,34524,Hematology/Oncology,96402
170630,10490,Pathology,G0462
432775,26593,Cardiology,75953
39560,2438,Vascular Surgery,93979
563843,34524,Hematology/Oncology,96523
39568,2438,Vascular Surgery,G0365
563856,34524,Hematology/Oncology,J0885
563857,34524,Hematology/Oncology,J0897
563859,34524,Hematology/Oncology,J1453
563860,34524,Hematology/Oncology,J2405
39573,2439,Pathology,88311
39574,2439,Pathology,88312
39575,2439,Pathology,88321
432792,26593,Cardiology,93979
301721,18635,Unknown,82962
476794,29318,Anesthesiology,01844
563861,34524,Hematology/Oncology,J2469
563862,34524,Hematology/Oncology,J3489
39581,2440,Rheumatology,96401
563864,34524,Hematology/Oncology,J9045
563865,34525,Unknown,0298T
563868,34525,Unknown,85007
563872,34525,Unknown,85651
301730,18636,Family Practice,82607
170659,10493,Unknown,90935
170660,10493,Unknown,90960
39589,2440,Rheumatology,J1745
39590,2440,Rheumatology,J7325
170661,10493,Unknown,90961
301731,18636,Family Practice,82728
301732,18636,Family Practice,82746
301736,18636,Family Practice,87077
39595,2441,Ophthalmology,92136
301737,18636,Family Practice,87086
301738,18636,Family Practice,87186
301745,18636,Family Practice,G0328
301749,18637,Anesthesiology,00520
563895,34525,Unknown,93352
301755,18637,Anesthesiology,01230
301758,18637,Anesthesiology,64450
170689,10494,Diagnostic Radiology,72069
301761,18638,Cardiology,76376
563909,34525,Unknown,J0461
563910,34525,Unknown,J1250
563912,34525,Unknown,J3490
563913,34525,Unknown,Q9957
563914,34526,Unknown,96116
